Tool_ID,Group,Position,Condition,TCond,Init_diameter,Final_diameter,R_measurement,ap,vc,f,Ra,Rz,Rsk,Rku,RSm,Rt,Fx,Fy,Fz
21,1,a,4,0,94,93.5,1,0.25,350,0.07,0.391,1.855,0.56,2.423,71.4,2.082,49.23,44.46,21.07
21,1,a,4,0,94,93.5,2,0.25,350,0.07,0.359,1.67,0.53,2.229,70.9,1.918,49.23,44.46,21.07
21,1,a,4,0,94,93.5,3,0.25,350,0.07,0.421,1.912,0.634,2.332,71.2,2.062,49.23,44.46,21.07
21,1,a,4,0,94,93.5,4,0.25,350,0.07,0.45,1.961,0.676,2.325,72.8,2.063,49.23,44.46,21.07
21,1,a,4,0,94,93.5,5,0.25,350,0.07,0.36,1.782,0.714,2.636,69.4,1.957,49.23,44.46,21.07
21,1,a,4,0,94,93.5,6,0.25,350,0.07,0.383,1.931,0.58,2.542,67.3,2.039,49.23,44.46,21.07
21,1,b,6,0,94,93.5,1,0.25,350,0.13,1.181,4.853,0.793,2.39,132.5,5.186,81.03,59.21,25.94
21,1,b,6,0,94,93.5,2,0.25,350,0.13,1.139,5.005,0.701,2.492,130.2,5.122,81.03,59.21,25.94
21,1,b,6,0,94,93.5,3,0.25,350,0.13,1.146,5.082,0.847,2.546,129.7,5.249,81.03,59.21,25.94
21,1,b,6,0,94,93.5,4,0.25,350,0.13,1.125,5.044,0.745,2.561,129.3,5.323,81.03,59.21,25.94
21,1,b,6,0,94,93.5,5,0.25,350,0.13,1.191,5.036,0.742,2.384,131.6,5.249,81.03,59.21,25.94
21,1,b,6,0,94,93.5,6,0.25,350,0.13,1.181,4.985,0.81,2.44,129.7,5.137,81.03,59.21,25.94
21,1,c,5,0,94,93.5,1,0.25,350,0.1,0.612,2.451,0.767,2.32,100.9,2.626,65.48,49.71,22.31
21,1,c,5,0,94,93.5,2,0.25,350,0.1,0.621,2.487,0.774,2.361,100.6,2.762,65.48,49.71,22.31
21,1,c,5,0,94,93.5,3,0.25,350,0.1,0.628,2.686,0.799,2.47,100,2.9,65.48,49.71,22.31
21,1,c,5,0,94,93.5,4,0.25,350,0.1,0.628,2.517,0.739,2.255,99.4,2.781,65.48,49.71,22.31
21,1,c,5,0,94,93.5,5,0.25,350,0.1,0.724,3.02,0.571,2.148,100.6,3.159,65.48,49.71,22.31
21,1,c,5,0,94,93.5,6,0.25,350,0.1,0.618,2.596,0.865,2.494,101.5,2.759,65.48,49.71,22.31
21,1,d,8,0,94,93.5,1,0.25,390,0.1,0.709,2.629,0.612,1.947,100,2.783,65.95,50.85,22.3
21,1,d,8,0,94,93.5,2,0.25,390,0.1,0.692,2.666,0.555,1.966,101.2,2.763,65.95,50.85,22.3
21,1,d,8,0,94,93.5,3,0.25,390,0.1,0.703,2.735,0.6,2.007,100.8,2.947,65.95,50.85,22.3
21,1,d,8,0,94,93.5,4,0.25,390,0.1,0.731,2.795,0.532,1.901,101.5,2.85,65.95,50.85,22.3
21,1,d,8,0,94,93.5,5,0.25,390,0.1,0.734,2.778,0.512,1.892,100.9,2.953,65.95,50.85,22.3
21,1,d,8,0,94,93.5,6,0.25,390,0.1,0.735,2.733,0.551,1.872,100.4,2.831,65.95,50.85,22.3
21,1,e,9,0,94,93.5,1,0.25,390,0.13,1.111,4.285,0.47,2.028,131.7,4.416,84.34,57.88,26.26
21,1,e,9,0,94,93.5,2,0.25,390,0.13,1.086,4.199,0.422,2.029,130.5,4.389,84.34,57.88,26.26
21,1,e,9,0,94,93.5,3,0.25,390,0.13,1.149,4.496,0.576,2.15,130.2,4.633,84.34,57.88,26.26
21,1,e,9,0,94,93.5,4,0.25,390,0.13,1.086,4.251,0.456,2.036,132,4.515,84.34,57.88,26.26
21,1,e,9,0,94,93.5,5,0.25,390,0.13,1.115,4.397,0.485,2.151,130.4,4.521,84.34,57.88,26.26
21,1,e,9,0,94,93.5,6,0.25,390,0.13,1.07,4.274,0.496,2.059,132.2,4.468,84.34,57.88,26.26
21,1,f,7,0,94,93.5,1,0.25,390,0.07,0.362,1.531,0.545,1.975,71.2,1.621,51.59,42.31,18.87
21,1,f,7,0,94,93.5,2,0.25,390,0.07,0.293,1.3,0.584,2.245,71.7,1.438,51.59,42.31,18.87
21,1,f,7,0,94,93.5,3,0.25,390,0.07,0.316,1.319,0.289,1.905,69.5,1.453,51.59,42.31,18.87
