Tool_ID,Group,Position,Condition,TCond,Init_diameter,Final_diameter,R_measurement,ap,vc,f,Ra,Rz,Rsk,Rku,RSm,Rt,Fx,Fy,Fz
51,1,h,3,0,90.9,90.4,4,0.25,310,0.13,1.178,4.478,0.226,1.834,130.1,4.676,83.42,59.72,25.89
51,1,h,3,0,90.9,90.4,5,0.25,310,0.13,1.172,4.474,0.216,1.833,132,4.671,83.42,59.72,25.89
51,1,h,3,0,90.9,90.4,6,0.25,310,0.13,1.171,4.506,0.366,1.878,132,4.608,83.42,59.72,25.89
51,1,i,1,0,90.9,90.4,1,0.25,310,0.07,0.393,1.921,0.223,2.276,91.2,2.241,55.84,42.95,22.11
51,1,i,1,0,90.9,90.4,2,0.25,310,0.07,0.388,1.933,0.444,2.374,85.1,2.132,55.84,42.95,22.11
51,1,i,1,0,90.9,90.4,3,0.25,310,0.07,0.378,1.77,0.168,2.085,76.2,2.083,55.84,42.95,22.11
51,1,i,1,0,90.9,90.4,4,0.25,310,0.07,0.39,1.808,0.066,2.031,68.7,2.073,55.84,42.95,22.11
51,1,i,1,0,90.9,90.4,5,0.25,310,0.07,0.402,1.88,0.173,2.002,69.2,2.266,55.84,42.95,22.11
51,1,i,1,0,90.9,90.4,6,0.25,310,0.07,0.397,1.944,0.133,2.223,84,2.259,55.84,42.95,22.11
61,2,a,11,0,90.4,89.4,1,0.5,310,0.1,0.944,3.647,0.578,2.032,100.2,3.912,139.5,69.35,73.61
61,2,a,11,0,90.4,89.4,2,0.5,310,0.1,0.894,3.51,0.683,2.171,101.5,3.643,139.5,69.35,73.61
61,2,a,11,0,90.4,89.4,3,0.5,310,0.1,0.888,3.449,0.678,2.143,100.9,3.527,139.5,69.35,73.61
61,2,a,11,0,90.4,89.4,4,0.5,310,0.1,0.896,3.582,0.687,2.162,100.5,3.795,139.5,69.35,73.61
61,2,a,11,0,90.4,89.4,5,0.5,310,0.1,0.91,3.393,0.743,2.127,101,3.597,139.5,69.35,73.61
61,2,a,11,0,90.4,89.4,6,0.5,310,0.1,0.91,3.393,0.743,2.127,101,3.597,139.5,69.35,73.61
61,2,b,12,0,90.4,89.4,1,0.5,310,0.13,0.952,3.69,0.572,2.047,128.8,3.814,176.5,87.39,82.71
61,2,b,12,0,90.4,89.4,2,0.5,310,0.13,1.167,4.506,0.428,1.945,129.2,4.704,176.5,87.39,82.71
61,2,b,12,0,90.4,89.4,3,0.5,310,0.13,1.194,4.586,0.495,1.948,131.7,4.938,176.5,87.39,82.71
61,2,b,12,0,90.4,89.4,4,0.5,310,0.13,1.153,4.587,0.439,1.973,127.7,4.761,176.5,87.39,82.71
61,2,b,12,0,90.4,89.4,5,0.5,310,0.13,1.173,4.522,0.543,1.978,131,4.702,176.5,87.39,82.71
61,2,b,12,0,90.4,89.4,6,0.5,310,0.13,1.104,4.347,0.582,2.037,132.6,4.554,176.5,87.39,82.71
61,2,c,10,0,90.4,89.4,1,0.5,310,0.07,0.456,2.082,0.236,2.084,69.2,2.155,109.1,57.9,63.82
61,2,c,10,0,90.4,89.4,2,0.5,310,0.07,0.453,2.134,0.169,2.066,67.9,2.235,109.1,57.9,63.82
61,2,c,10,0,90.4,89.4,3,0.5,310,0.07,0.452,2.014,0.208,2.001,71.6,2.109,109.1,57.9,63.82
61,2,c,10,0,90.4,89.4,4,0.5,310,0.07,0.451,1.952,0.227,1.949,70.4,2.015,109.1,57.9,63.82
61,2,c,10,0,90.4,89.4,5,0.5,310,0.07,0.442,2.116,0.144,2.115,68.8,2.26,109.1,57.9,63.82
61,2,c,10,0,90.4,89.4,6,0.5,310,0.07,0.445,1.979,0.168,2.003,69.4,2.118,109.1,57.9,63.82
61,2,d,15,0,90.4,89.4,1,0.5,350,0.13,0.968,4.02,0.628,2.275,129.2,4.139,177.3,85.72,79.43
61,2,d,15,0,90.4,89.4,2,0.5,350,0.13,0.96,4.045,0.648,2.293,129.6,4.21,177.3,85.72,79.43
61,2,d,15,0,90.4,89.4,3,0.5,350,0.13,0.965,4.009,0.659,2.293,131.3,4.185,177.3,85.72,79.43
61,2,d,15,0,90.4,89.4,4,0.5,350,0.13,0.978,4.096,0.643,2.269,133.1,4.284,177.3,85.72,79.43
61,2,d,15,0,90.4,89.4,5,0.5,350,0.13,0.968,3.943,0.684,2.244,131.2,4.027,177.3,85.72,79.43
61,2,d,15,0,90.4,89.4,6,0.5,350,0.13,0.969,4.111,0.625,2.3,131.4,4.23,177.3,85.72,79.43
61,2,e,14,0,90.4,89.4,1,0.5,350,0.1,0.653,2.874,0.31,2.05,101.1,3.059,143.5,69.57,71.62
61,2,e,14,0,90.4,89.4,2,0.5,350,0.1,0.625,2.743,0.41,2.119,102.1,3.019,143.5,69.57,71.62
61,2,e,14,0,90.4,89.4,3,0.5,350,0.1,0.616,2.657,0.47,2.104,100.6,2.921,143.5,69.57,71.62
61,2,e,14,0,90.4,89.4,4,0.5,350,0.1,0.605,2.606,0.438,2.077,100.1,2.728,143.5,69.57,71.62
61,2,e,14,0,90.4,89.4,5,0.5,350,0.1,0.622,2.747,0.338,2.103,99.1,2.84,143.5,69.57,71.62
61,2,e,14,0,90.4,89.4,6,0.5,350,0.1,0.622,2.708,0.456,2.11,101.1,2.808,143.5,69.57,71.62
61,2,f,13,0,90.4,89.4,1,0.5,350,0.07,0.369,1.575,-0.035,1.787,70,1.736,112.4,57.46,63.16
61,2,f,13,0,90.4,89.4,2,0.5,350,0.07,0.407,1.724,0.011,1.758,69.9,1.917,112.4,57.46,63.16
61,2,f,13,0,90.4,89.4,3,0.5,350,0.07,0.403,1.675,-0.064,1.728,71.2,1.787,112.4,57.46,63.16
61,2,f,13,0,90.4,89.4,4,0.5,350,0.07,0.404,1.531,-0.112,1.615,70.9,1.612,112.4,57.46,63.16
61,2,f,13,0,90.4,89.4,5,0.5,350,0.07,0.403,1.663,-0.017,1.723,70.4,1.798,112.4,57.46,63.16
61,2,f,13,0,90.4,89.4,6,0.5,350,0.07,0.362,1.54,0.058,1.79,70,1.674,112.4,57.46,63.16
61,2,g,16,0,90.4,89.4,1,0.5,390,0.07,0.255,1.171,-0.196,1.984,48.7,1.314,116.2,58.82,65.47
61,2,g,16,0,90.4,89.4,2,0.5,390,0.07,0.258,1.111,-0.256,1.916,52.3,1.214,116.2,58.82,65.47
61,2,g,16,0,90.4,89.4,3,0.5,390,0.07,0.267,1.209,-0.165,1.952,49.4,1.285,116.2,58.82,65.47
61,2,g,16,0,90.4,89.4,4,0.5,390,0.07,0.295,1.431,-0.074,2.183,52.4,1.736,116.2,58.82,65.47
61,2,g,16,0,90.4,89.4,5,0.5,390,0.07,0.288,1.24,-0.229,1.898,56.4,1.318,116.2,58.82,65.47
61,2,g,16,0,90.4,89.4,6,0.5,390,0.07,0.275,1.229,-0.083,2.061,47.5,1.405,116.2,58.82,65.47
61,2,h,17,0,90.4,89.4,1,0.5,390,0.1,0.413,2.04,-0.025,2.268,78.8,2.272,144.9,69.67,69.12
61,2,h,17,0,90.4,89.4,2,0.5,390,0.1,0.396,1.974,0.233,2.399,60,2.086,144.9,69.67,69.12
61,2,h,17,0,90.4,89.4,3,0.5,390,0.1,0.389,1.962,0.185,2.329,73.7,2.074,144.9,69.67,69.12
61,2,h,17,0,90.4,89.4,4,0.5,390,0.1,0.367,1.901,0.245,2.39,87.3,1.981,144.9,69.67,69.12
61,2,h,17,0,90.4,89.4,5,0.5,390,0.1,0.406,2.006,0.001,2.307,67.3,2.187,144.9,69.67,69.12
61,2,h,17,0,90.4,89.4,6,0.5,390,0.1,0.418,1.986,-0.044,2.184,71.4,2.176,144.9,69.67,69.12
61,2,i,18,0,90.4,89.4,1,0.5,390,0.13,0.668,3.185,0.854,2.807,131,3.326,177.5,82.13,74.87
61,2,i,18,0,90.4,89.4,2,0.5,390,0.13,0.658,3.202,0.716,2.794,132.1,3.347,177.5,82.13,74.87
61,2,i,18,0,90.4,89.4,3,0.5,390,0.13,0.662,3.252,0.88,2.87,130.7,3.381,177.5,82.13,74.87
61,2,i,18,0,90.4,89.4,4,0.5,390,0.13,0.668,3.202,0.844,2.768,128.5,3.393,177.5,82.13,74.87
61,2,i,18,0,90.4,89.4,5,0.5,390,0.13,0.691,3.2,0.997,2.91,132.1,3.32,177.5,82.13,74.87
61,2,i,18,0,90.4,89.4,6,0.5,390,0.13,0.66,3.18,0.779,2.87,131.4,3.32,177.5,82.13,74.87
71,3,a,20,0,89.4,87.8,1,0.8,310,0.1,1.014,4.001,0.127,1.753,100.8,4.233,224.2,77.48,227.5
71,3,a,20,0,89.4,87.8,2,0.8,310,0.1,0.974,4.021,0.222,1.839,100.8,4.329,224.2,77.48,227.5
71,3,a,20,0,89.4,87.8,3,0.8,310,0.1,0.977,3.929,0.306,1.87,98.7,4.285,224.2,77.48,227.5
71,3,a,20,0,89.4,87.8,4,0.8,310,0.1,0.966,3.764,0.304,1.805,101.4,4.006,224.2,77.48,227.5
71,3,a,20,0,89.4,87.8,5,0.8,310,0.1,0.929,3.799,0.255,1.862,99,4.106,224.2,77.48,227.5
71,3,a,20,0,89.4,87.8,6,0.8,310,0.1,0.918,3.775,0.302,1.915,100.6,4.276,224.2,77.48,227.5
71,3,b,19,0,89.4,87.8,1,0.8,310,0.07,0.653,2.546,0.124,1.699,69,2.616,165.7,62.01,122.1
71,3,b,19,0,89.4,87.8,2,0.8,310,0.07,0.603,2.315,0.236,1.742,70.9,2.458,165.7,62.01,122.1
71,3,b,19,0,89.4,87.8,3,0.8,310,0.07,0.615,2.371,0.121,1.704,71.1,2.614,165.7,62.01,122.1
71,3,b,19,0,89.4,87.8,4,0.8,310,0.07,0.607,2.271,0.106,1.64,70.3,2.351,165.7,62.01,122.1
71,3,b,19,0,89.4,87.8,5,0.8,310,0.07,0.681,2.584,0.163,1.665,69.9,2.826,165.7,62.01,122.1
71,3,b,19,0,89.4,87.8,6,0.8,310,0.07,0.753,2.911,0.373,1.828,70,3.03,165.7,62.01,122.1
71,3,c,21,0,89.4,87.8,1,0.8,310,0.13,0.924,4.522,0.643,2.657,129.7,4.724,289.6,96.77,222.1
71,3,c,21,0,89.4,87.8,2,0.8,310,0.13,0.93,4.495,0.605,2.611,134.5,4.635,289.6,96.77,222.1
71,3,c,21,0,89.4,87.8,3,0.8,310,0.13,0.925,4.518,0.477,2.579,133,4.715,289.6,96.77,222.1
71,3,c,21,0,89.4,87.8,4,0.8,310,0.13,0.932,4.545,0.689,2.72,124.3,4.836,289.6,96.77,222.1
71,3,c,21,0,89.4,87.8,5,0.8,310,0.13,0.924,4.591,0.539,2.629,133.5,4.736,289.6,96.77,222.1
71,3,c,21,0,89.4,87.8,6,0.8,310,0.13,0.936,4.532,0.505,2.613,128.6,4.647,289.6,96.77,222.1
71,3,d,22,0,89.4,87.8,1,0.8,350,0.07,0.569,2.24,0.139,1.687,70.4,2.419,172.4,59.8,126.3
71,3,d,22,0,89.4,87.8,2,0.8,350,0.07,0.581,2.296,0.051,1.693,70.4,2.427,172.4,59.8,126.3
71,3,d,22,0,89.4,87.8,3,0.8,350,0.07,0.584,2.256,0.083,1.637,70.9,2.434,172.4,59.8,126.3
71,3,d,22,0,89.4,87.8,4,0.8,350,0.07,0.579,2.318,0.056,1.694,71.1,2.464,172.4,59.8,126.3
71,3,d,22,0,89.4,87.8,5,0.8,350,0.07,0.566,2.187,0.078,1.65,70.8,2.478,172.4,59.8,126.3
71,3,d,22,0,89.4,87.8,6,0.8,350,0.07,0.539,2.245,0.148,1.75,70.6,2.389,172.4,59.8,126.3
71,3,e,24,0,89.4,87.8,1,0.8,350,0.13,0.829,4.152,0.635,2.753,138.1,4.208,288.5,97.54,218.6
71,3,e,24,0,89.4,87.8,2,0.8,350,0.13,0.892,4.297,0.543,2.599,128.3,4.44,288.5,97.54,218.6
71,3,e,24,0,89.4,87.8,3,0.8,350,0.13,0.86,4.129,0.522,2.591,123.5,4.264,288.5,97.54,218.6
71,3,e,24,0,89.4,87.8,4,0.8,350,0.13,0.874,4.159,0.694,2.643,118.2,4.301,288.5,97.54,218.6
71,3,e,24,0,89.4,87.8,5,0.8,350,0.13,0.874,4.159,0.694,2.643,118.2,4.301,288.5,97.54,218.6
71,3,e,24,0,89.4,87.8,6,0.8,350,0.13,0.894,4.218,0.549,2.562,134.7,4.399,288.5,97.54,218.6
71,3,f,23,0,89.4,87.8,1,0.8,350,0.1,0.685,2.701,-0.122,1.73,101.1,2.872,231.4,78.87,224.3
71,3,f,23,0,89.4,87.8,2,0.8,350,0.1,0.644,2.576,-0.055,1.728,101.6,2.847,231.4,78.87,224.3
71,3,f,23,0,89.4,87.8,3,0.8,350,0.1,0.692,2.674,-0.058,1.697,100.9,2.827,231.4,78.87,224.3
71,3,f,23,0,89.4,87.8,4,0.8,350,0.1,0.66,2.606,-0.062,1.738,101.3,2.703,231.4,78.87,224.3
71,3,f,23,0,89.4,87.8,5,0.8,350,0.1,0.698,2.76,-0.012,1.72,102,2.948,231.4,78.87,224.3
71,3,f,23,0,89.4,87.8,6,0.8,350,0.1,0.698,2.677,-0.081,1.708,101.4,2.809,231.4,78.87,224.3
71,3,g,25,0,89.4,87.8,1,0.8,390,0.07,0.489,2.194,0.262,2.071,71.7,2.582,175.1,62.81,125.2
71,3,g,25,0,89.4,87.8,2,0.8,390,0.07,0.465,2.085,0.214,2.044,69.9,2.348,175.1,62.81,125.2
71,3,g,25,0,89.4,87.8,3,0.8,390,0.07,0.484,2.237,0.343,2.202,70.4,2.492,175.1,62.81,125.2
71,3,g,25,0,89.4,87.8,4,0.8,390,0.07,0.489,2.19,0.215,2.034,70.8,2.332,175.1,62.81,125.2
71,3,g,25,0,89.4,87.8,5,0.8,390,0.07,0.439,1.958,0.21,2.001,71.3,2.107,175.1,62.81,125.2
71,3,g,25,0,89.4,87.8,6,0.8,390,0.07,0.439,2.005,0.255,2.066,70.5,2.278,175.1,62.81,125.2
71,3,h,27,0,89.4,87.8,1,0.8,390,0.13,0.848,3.781,0.453,2.328,132.8,3.953,288.6,98.16,213.6
71,3,h,27,0,89.4,87.8,2,0.8,390,0.13,0.823,3.847,0.649,2.487,113.7,4.026,288.6,98.16,213.6
71,3,h,27,0,89.4,87.8,3,0.8,390,0.13,0.839,3.765,0.615,2.426,131.2,3.902,288.6,98.16,213.6
71,3,h,27,0,89.4,87.8,4,0.8,390,0.13,0.838,3.797,0.555,2.39,130.7,3.943,288.6,98.16,213.6
71,3,h,27,0,89.4,87.8,5,0.8,390,0.13,0.821,3.753,0.565,2.426,132.4,3.865,288.6,98.16,213.6
71,3,h,27,0,89.4,87.8,6,0.8,390,0.13,0.843,3.794,0.514,2.372,131.9,3.909,288.6,98.16,213.6
71,3,i,26,0,89.4,87.8,1,0.8,390,0.1,0.538,2.328,-0.013,1.92,79,2.546,236.9,77.17,223.4
71,3,i,26,0,89.4,87.8,2,0.8,390,0.1,0.597,2.429,-0.162,1.813,100.7,2.742,236.9,77.17,223.4
71,3,i,26,0,89.4,87.8,3,0.8,390,0.1,0.61,2.31,-0.176,1.711,101.8,2.436,236.9,77.17,223.4
71,3,i,26,0,89.4,87.8,4,0.8,390,0.1,0.569,2.251,-0.275,1.754,101.5,2.424,236.9,77.17,223.4
71,3,i,26,0,89.4,87.8,5,0.8,390,0.1,0.592,2.384,-0.127,1.791,102.2,2.638,236.9,77.17,223.4
71,3,i,26,0,89.4,87.8,6,0.8,390,0.1,0.579,2.361,-0.223,1.759,102.2,2.467,236.9,77.17,223.4
