Position,TCond,vc,cat,cont_1,cont_2,Fx
136.7941667,135.5445714,145.3916667,161.4817983,31.88979177,0.263977255,288.6
160.1583307,135.5445714,145.3916667,161.4817983,7.744149716,-1.479673131,236.9
160.1583307,135.5445714,145.3916667,161.4817983,7.785119113,-1.942798575,236.9
160.1583307,135.5445714,145.3916667,161.4817983,7.77713654,-2.11834589,236.9
160.1583307,135.5445714,145.3916667,161.4817983,7.770903952,-2.262224567,236.9
160.1583307,135.5445714,145.3916667,161.4817983,7.782797124,-1.901694073,236.9
160.1583307,135.5445714,145.3916667,161.4817983,7.776661985,-2.147039454,236.9
131.4045455,135.5445714,132.075,-124.2874384,31.95291533,1.699458499,80.23
131.4045455,135.5445714,132.075,-124.2874384,31.98316381,1.454548862,80.23
131.4045455,135.5445714,132.075,-124.2874384,31.94592361,1.77005172,80.23
131.4045455,135.5445714,132.075,-124.2874384,31.94598035,1.806925361,80.23
131.4045455,135.5445714,132.075,-124.2874384,31.94938175,1.994498838,80.23
131.4045455,135.5445714,132.075,-124.2874384,31.94066111,2.291334082,80.23
133.225,135.5445714,132.075,-124.2874384,-17.23777022,2.218715522,63.37
133.225,135.5445714,132.075,-124.2874384,-17.27830661,2.130019167,63.37
133.225,135.5445714,132.075,-124.2874384,-17.25906426,2.029065259,63.37
133.225,135.5445714,132.075,-124.2874384,-17.28210659,2.962650338,63.37
133.225,135.5445714,132.075,-124.2874384,-17.27849865,3.323463193,63.37
133.225,135.5445714,132.075,-124.2874384,-17.26630285,2.161405205,63.37
139.6883333,135.5445714,132.075,-124.2874384,-0.021164435,1.723306469,70.71
139.6883333,135.5445714,132.075,-124.2874384,-0.058177429,3.501497673,70.71
139.6883333,135.5445714,132.075,-124.2874384,-0.060754688,4.167428503,70.71
139.6883333,135.5445714,132.075,-124.2874384,-0.058499188,3.431160969,70.71
139.6883333,135.5445714,132.075,-124.2874384,-0.061746756,3.95223826,70.71
139.6883333,135.5445714,132.075,-124.2874384,-0.057940208,3.818795672,70.71
138.3391667,135.5445714,132.075,-124.2874384,31.89985843,0.984320379,79.98
138.3391667,135.5445714,132.075,-124.2874384,31.90933132,0.942369753,79.98
138.3391667,135.5445714,132.075,-124.2874384,31.91240368,1.096659156,79.98
